ID,Canopy Height,Plant Height,Vegetarian Wet %,Vegetarian Dry %,Root Wet %,Root Dry %,Leaf Area,Leaf Count,Root Depth,Root Length
R3,35.59845766,66.46672838,1.508473567,17.6423541,6.871010062,31.47050732,1243.87739,4.994407719,23.30956645,23.22600034
R1,33.08182806,51.05738059,0.950275684,36.16642767,3.195211737,41.55224553,1087.435136,4.991294547,18.21045884,17.43535129
R3,35.60060887,66.45288598,1.509412974,17.64717663,6.87912009,31.45051935,1243.870981,4.993897148,23.29658661,23.206074
R1,33.13039273,51.06168062,0.96660464,36.18483362,3.192630015,41.55415272,1087.439335,5.01127909,18.20899917,17.43838179
R1,33.11272307,51.0591597,0.969718996,36.20288217,3.205957314,41.55310481,1087.442226,5.003787085,18.20599165,17.4510321
R1,33.10120197,51.05819768,0.967098191,36.15769625,3.195011844,41.5440657,1087.44386,5.01774469,18.21081925,17.44413987
R3,35.59498369,66.4634804,1.515621737,17.64164349,6.873007776,31.45237008,1243.872089,4.982832238,23.30717501,23.22302372
R3,35.58991408,66.43879314,1.496714213,17.65062312,6.882997442,31.45334619,1243.868257,4.98778698,23.28427413,23.20194925
R2,36.39742608,60.17026324,1.058303335,14.97209509,4.595967611,28.65818163,1140.416448,3.990644013,20.24533016,19.38082883
R2,36.39195042,60.19101321,1.068503246,14.96570799,4.581534166,28.65392972,1140.447517,4.009727211,20.22363258,19.3930238
R2,36.39654803,60.17121523,1.063593302,14.98136533,4.58355991,28.64441249,1140.432329,3.993721715,20.24642377,19.38429443
R3,35.6136686,66.46585863,1.512774076,17.65588367,6.868819521,31.4571449,1243.866986,5.001147333,23.29031168,23.22497267
R3,35.59363133,66.4571794,1.510680799,17.62876355,6.880024466,31.45656975,1243.860684,4.999367786,23.29702136,23.20473436
R2,36.396565,60.18213121,1.078181808,14.98155331,4.588583784,28.66954017,1140.419983,3.994672826,20.24756099,19.37811058
R3,35.60222689,66.44746299,1.510416692,17.64333217,6.883608165,31.47035706,1243.864237,4.993148763,23.29630466,23.23747125
R2,36.40041518,60.16067007,1.071417022,14.97444895,4.582235314,28.64092475,1140.413142,4.007769501,20.24762703,19.38958073
R2,36.39110533,60.16972369,1.050946198,14.97242164,4.585882079,28.63870999,1140.412488,4.003894618,20.23360519,19.39851924
R1,33.09945193,51.04889656,0.969703666,36.16553178,3.199961368,41.57178929,1087.434775,5.008413451,18.21900464,17.42791735
R2,36.40298944,60.1637548,1.074641692,14.99334241,4.592095714,28.65193485,1140.42355,4.019256846,20.22895245,19.38879044
R3,35.59578346,66.4337508,1.506767977,17.64219539,6.896225084,31.45718053,1243.860458,5.017574118,23.29604369,23.21613512
R3,35.60407446,66.45679019,1.516307951,17.65075953,6.86147835,31.45640883,1243.882772,4.998371194,23.29457233,23.23917869
R2,36.41298663,60.15364782,1.07348861,14.99006087,4.599569067,28.64072056,1140.408661,3.98695451,20.24555825,19.39672856
R2,36.41146091,60.14885349,1.071647322,14.9896404,4.586476295,28.65238637,1140.436672,3.988016378,20.25833123,19.37520288
R1,33.11495304,51.04552103,0.959994181,36.18134704,3.181404488,41.54468934,1087.446744,5.010876181,18.20577698,17.4401978
R2,36.39489897,60.16609004,1.077678168,14.97098638,4.580853111,28.64542136,1140.400045,3.997231505,20.24581757,19.37582216
R2,36.40703165,60.14554289,1.071416426,14.98906034,4.592463904,28.63576729,1140.410762,4.000822031,20.24561522,19.38283956
R1,33.09927523,51.05856526,0.975156228,36.186118,3.196054513,41.56121889,1087.435516,5.000726776,18.23175198,17.42795003
R3,35.58403333,66.45354057,1.522193873,17.63674708,6.868340325,31.43317739,1243.872853,4.984061373,23.28932194,23.22876006
R3,35.60796807,66.45329437,1.521728811,17.63137497,6.880329014,31.44867315,1243.856877,4.991058048,23.30829814,23.20024184
R2,36.38553282,60.15770311,1.056348629,14.97080088,4.602772586,28.66127806,1140.420324,3.986778589,20.23850337,19.39367059
R1,33.10403928,51.05321961,0.968450307,36.18222319,3.192275314,41.56198658,1087.450588,4.996438884,18.20776536,17.43897184
R1,33.11966804,51.05619613,0.972165224,36.17406086,3.200699276,41.54025417,1087.430376,4.991233607,18.20065695,17.43792181
R2,36.37615732,60.16386354,1.071098511,14.97122443,4.593529236,28.64084087,1140.425275,3.998736393,20.21832717,19.39113715
R1,33.09191796,51.05162675,0.961395616,36.16412259,3.179023616,41.57182029,1087.430531,5.01683933,18.1941699,17.43715804
R1,33.08393101,51.06227935,0.950461381,36.17855404,3.187086797,41.56321189,1087.455289,4.989917658,18.21601866,17.4574285
R3,35.60661934,66.44317095,1.503594335,17.64007534,6.868517225,31.44407914,1243.873683,5.000890431,23.29237193,23.18958868
R2,36.39540633,60.17077817,1.048720886,14.95988878,4.590129954,28.63836624,1140.412249,4.009870313,20.24632205,19.37937569
R3,35.59275533,66.44824964,1.524167509,17.64589439,6.879607035,31.4412763,1243.84633,5.005827667,23.29159696,23.23002189
R2,36.4115476,60.1579767,1.084622466,14.97147268,4.595398892,28.65529807,1140.414337,3.994175784,20.23680061,19.38709736
R3,35.60329712,66.46603901,1.513886479,17.65316918,6.886002963,31.44228632,1243.866661,5.009620058,23.28384243,23.21552767
R3,35.58854315,66.44642632,1.507422115,17.64188649,6.894036551,31.45965866,1243.871477,5.006224333,23.30711923,23.22878837
R2,36.39050384,60.17161221,1.069799525,14.97806756,4.583282671,28.65824297,1140.432685,4.010173999,20.24808727,19.40145593
R1,33.11049562,51.04652876,0.946003026,36.1733803,3.179545154,41.56594102,1087.441301,5.004365697,18.21018079,17.44490476
R2,36.41214137,60.15034363,1.06507834,14.98736606,4.603311363,28.65709102,1140.436325,4.009632766,20.24850347,19.38173209
R2,36.40050628,60.14599569,1.079235978,14.99088434,4.603185979,28.65427591,1140.421654,3.982612586,20.22254736,19.39293461
R3,35.61098554,66.46686071,1.502122671,17.63161984,6.884686851,31.44376993,1243.858682,4.991145232,23.28151394,23.2184821
R3,35.58123111,66.44882658,1.512860482,17.63551972,6.894415517,31.45987644,1243.863959,5.001882969,23.2914588,23.20319232
R3,35.59862893,66.44006777,1.485349594,17.64368987,6.894518331,31.45748334,1243.886132,5.013577244,23.29053345,23.20281057
R3,35.59643439,66.42562012,1.518592593,17.64846316,6.886958516,31.4591661,1243.882881,4.981287592,23.28417338,23.22220255
R2,36.41488732,60.15145626,1.073085413,14.96820754,4.603673918,28.64388954,1140.42155,3.998782489,20.22194899,19.38771474
R1,33.10299785,51.06664344,0.963714688,36.17079209,3.197308621,41.56572224,1087.456714,5.011662009,18.22024269,17.45537181
R2,36.41137815,60.1432054,1.057546587,14.99551104,4.582558389,28.64530232,1140.4202,4.001933877,20.24139144,19.38332671
R2,36.38666777,60.16148658,1.069246165,14.9904644,4.590253598,28.65739478,1140.434336,3.984612069,20.20954945,19.36448837
R1,33.08761809,51.06699373,0.971764743,36.17366369,3.178783449,41.55218163,1087.442371,5.005427804,18.22224729,17.44142481
R3,35.60351712,66.45576707,1.504347162,17.63194767,6.894633286,31.45815546,1243.857372,5.009848406,23.29718276,23.23073148
R1,33.10488114,51.06231761,0.953549314,36.16152466,3.211687421,41.56206745,1087.431737,4.993239434,18.20823721,17.44918102
R2,36.40362576,60.15681462,1.064070918,14.99844683,4.596919162,28.66218045,1140.427321,3.996368061,20.24063103,19.39408594
R1,33.09785712,51.06175505,0.949992314,36.1782725,3.219409555,41.55656505,1087.448896,5.001118824,18.22928354,17.43173217
R3,35.59070863,66.44901448,1.500340984,17.64054379,6.883631877,31.45561049,1243.870599,5.013919076,23.29819366,23.19606996
R3,35.60407151,66.46005154,1.51222033,17.65260181,6.86758294,31.45312758,1243.874972,4.993173917,23.30373643,23.23692999
R3,35.5952634,66.44183906,1.499431715,17.64854805,6.879660564,31.45138856,1243.851123,4.996413804,23.27966149,23.22517974
R1,33.10194068,51.06562869,0.950302489,36.17595173,3.191097358,41.58276871,1087.43929,4.981094838,18.21789834,17.44476357
R1,33.08855136,51.05883034,0.955454239,36.17342945,3.203861159,41.53584456,1087.430674,5.001123911,18.1893892,17.44258069
R1,33.08901529,51.06980006,0.965531226,36.1903515,3.183446111,41.56726762,1087.444698,5.014286807,18.21636135,17.4316849
R3,35.59757722,66.44449061,1.50455431,17.64426357,6.890168858,31.46169674,1243.858877,4.993699746,23.2769024,23.21752643
R2,36.41260993,60.14912324,1.069416319,14.99082037,4.601898604,28.64677597,1140.415234,3.988269514,20.24893153,19.3858818
R2,36.4021666,60.13893536,1.061657404,14.97938426,4.597949732,28.64252446,1140.411779,3.99378306,20.23313309,19.38303555
R3,35.59180304,66.44260219,1.508575684,17.64220755,6.886440442,31.47102456,1243.855381,5.000624134,23.28503582,23.23742955
R1,33.08480627,51.07601973,0.958488323,36.17148526,3.198629521,41.55949994,1087.426352,5.012986516,18.21506864,17.45044471
R1,33.10950753,51.05800262,0.960548032,36.18636309,3.201458512,41.56501618,1087.446275,4.992914773,18.22071874,17.45263171
R3,35.6034886,66.46284132,1.521091819,17.65946045,6.890738905,31.46648407,1243.860524,4.997848908,23.28015136,23.19519266
R2,36.39123649,60.16457795,1.083394521,14.97681999,4.593227824,28.6499993,1140.411486,3.991331515,20.23730354,19.39367795
R2,36.39892402,60.15653463,1.045060497,14.98072007,4.566971189,28.64532483,1140.431123,3.985153294,20.26818553,19.39636672
R3,35.58632128,66.45682302,1.510466517,17.62807305,6.894453704,31.45655976,1243.872056,4.998431472,23.29232916,23.22157841
R3,35.62540866,66.46592334,1.520373213,17.65172025,6.866382165,31.4508208,1243.868631,4.99653644,23.28514771,23.23794945
R1,33.10073198,51.04392439,0.957737143,36.18655566,3.193023629,41.5689422,1087.434049,5.011161606,18.20195013,17.44593924
R2,36.39831242,60.16560113,1.074807484,14.99118796,4.596064889,28.66684564,1140.422814,4.005413142,20.235607,19.37837458
R2,36.37808356,60.16456665,1.059847846,14.97021777,4.602360844,28.64056838,1140.445265,3.986182386,20.24992221,19.39962101
R3,35.59722691,66.44408868,1.512169327,17.64412056,6.901104567,31.463284,1243.877887,5.015964966,23.29118111,23.21695271
R2,36.40833785,60.15870771,1.062703849,14.96660643,4.563143114,28.64561144,1140.404844,4.011663631,20.25504229,19.39532657
R2,36.38304358,60.1729617,1.064895145,14.98676174,4.61008233,28.66705109,1140.437192,4.001890889,20.2286335,19.39809359
R3,35.59237874,66.45149703,1.510659097,17.62922244,6.872699022,31.46447028,1243.869699,5.025149942,23.29456212,23.22532232
R3,35.60861225,66.44905394,1.519662556,17.6493473,6.876138743,31.4548829,1243.853692,5.016705476,23.29011303,23.22612809
R3,35.59771824,66.46668867,1.512626438,17.65281198,6.881775147,31.47088431,1243.874874,4.990571291,23.29467283,23.20987902
R1,33.10880458,51.05885735,0.983878151,36.18273101,3.208803605,41.57270284,1087.44961,5.007968413,18.21011451,17.43428564
R3,35.59403995,66.46886962,1.523541737,17.63817236,6.861662305,31.46674889,1243.880554,5.006348185,23.30165893,23.21315988
R1,33.08586722,51.05882013,0.954169048,36.16660275,3.193885973,41.57925389,1087.4288,5.011277977,18.20330596,17.42917372
R2,36.40675464,60.15933921,1.072063368,14.98341522,4.601048974,28.6541833,1140.403626,3.995040027,20.23712054,19.40620841
R3,35.60526339,66.43814509,1.509894793,17.64147733,6.859474792,31.45648212,1243.86017,5.016028726,23.28692327,23.2176946
R3,35.59099925,66.43020972,1.530804376,17.65637671,6.868894597,31.44678443,1243.867422,4.997271843,23.28297898,23.21640003
R2,36.39750358,60.16177701,1.063885883,14.98867803,4.59767063,28.64192129,1140.409048,4.014527014,20.25117555,19.38899372
R3,35.58542104,66.45727615,1.526827307,17.64704562,6.881805597,31.45436212,1243.870312,5.002589379,23.28600817,23.19571821
R3,35.58879797,66.46095727,1.526996033,17.64501519,6.883097525,31.45866076,1243.879153,5.00178954,23.29215447,23.21822022
R3,35.58110095,66.44451831,1.506930501,17.64110514,6.892548997,31.44324961,1243.878596,5.003024257,23.27540047,23.2099241
R2,36.39916152,60.16893241,1.079012344,14.97717116,4.584786737,28.64995608,1140.440514,3.995767112,20.23790443,19.40164994
R2,36.39325537,60.16790103,1.057960241,14.97007144,4.596004447,28.64522078,1140.41266,4.002788711,20.21374131,19.38514411
R2,36.41867922,60.15658158,1.081877389,14.9747947,4.587676211,28.64597313,1140.407329,4.004961644,20.23835339,19.41083925
R2,36.39553281,60.15519162,1.052382616,14.98888484,4.574760011,28.65239627,1140.4174,4.006046394,20.2411312,19.39879892
R1,33.10051049,51.081441,0.960635178,36.15590459,3.175189029,41.54829258,1087.418204,5.003783645,18.20424322,17.44683576
R3,35.60292822,66.44305742,1.507438304,17.66117988,6.879764942,31.46516877,1243.855847,5.002285481,23.29601206,23.21955919
R1,33.10860503,51.06397033,0.946379132,36.17280737,3.198978097,41.56135008,1087.440229,5.007932054,18.22388414,17.43071286
R2,36.39928194,60.16150902,1.061813704,14.97533287,4.602968906,28.66365506,1140.408588,4.013595009,20.23699311,19.39494265
R1,33.10449869,51.05935722,0.975194608,36.15865914,3.17813729,41.54400083,1087.438777,4.976407293,18.21601158,17.42395094
R1,33.09776835,51.06246408,0.966786393,36.16777347,3.191835295,41.54264825,1087.434806,4.998423909,18.20435285,17.44545986
R2,36.40251313,60.136729,1.064142896,14.96720172,4.592667237,28.64347951,1140.431075,4.020175729,20.24535234,19.39831078
R3,35.59377175,66.43187395,1.523662047,17.65943769,6.871688726,31.45326777,1243.871981,4.998719433,23.28220986,23.20442834
R3,35.62202112,66.4630178,1.516485956,17.65274962,6.877988361,31.44838926,1243.871859,4.998413622,23.28632537,23.21279528
R1,33.09786871,51.07243236,0.968761336,36.17034461,3.187806722,41.56088689,1087.450353,4.985638111,18.21062877,17.42327577
R3,35.59858251,66.45653456,1.503862948,17.65112461,6.86478336,31.46507504,1243.863929,4.989486109,23.28188461,23.2212867
R1,33.09156923,51.05965438,0.970623567,36.16799733,3.217026301,41.56732522,1087.435511,4.993100478,18.21104847,17.42305248
R1,33.0935771,51.07079393,0.968579234,36.17038014,3.188563587,41.54545039,1087.439573,5.016718227,18.20948825,17.44528507
R3,35.58555733,66.43917475,1.51345818,17.64551544,6.890726532,31.46052584,1243.86737,4.995825126,23.2573108,23.21567821
R1,33.0969123,51.04834807,0.944879192,36.19106762,3.195961031,41.57548165,1087.433663,4.987760647,18.20424261,17.41455605
R2,36.38581715,60.16975231,1.050662545,14.98048108,4.571775243,28.64998922,1140.419512,3.998010696,20.23611535,19.39330573
R1,33.10999209,51.05591406,0.95192316,36.16006558,3.19477888,41.56766648,1087.43524,5.00334244,18.20756935,17.44705545
R3,35.59921659,66.44526921,1.507213552,17.65402253,6.854734781,31.4457349,1243.860079,5.007456457,23.29434888,23.18911802
R1,33.11135936,51.04157569,0.980063175,36.16248,3.194853672,41.56841197,1087.438102,4.985946839,18.20036947,17.44886547
R3,35.59236802,66.46213397,1.508337076,17.6387783,6.878732123,31.45073337,1243.865804,5.01901042,23.28993879,23.2138222
R1,33.07517326,51.04471281,0.964133416,36.17116172,3.18981884,41.54036746,1087.43091,5.00573943,18.20127127,17.4392919
R3,35.59050012,66.44079167,1.517036887,17.65278198,6.860878637,31.46292371,1243.846335,5.006954497,23.29043052,23.22544637
R3,35.60336761,66.45561985,1.502636734,17.66264444,6.866641319,31.4567024,1243.867456,4.991618435,23.28493693,23.23194326
R1,33.08783837,51.05907117,0.950774724,36.18864373,3.190038015,41.56250868,1087.44398,5.016072937,18.21071315,17.44504654
R2,36.40790444,60.16067534,1.064722511,14.98028772,4.585547323,28.64501654,1140.431408,3.98560468,20.23739743,19.38597019
R2,36.39470444,60.15916473,1.07539598,14.97056828,4.599004445,28.6388693,1140.417693,4.00121743,20.24270284,19.37988297
R2,36.40434269,60.14263062,1.058890921,14.99217124,4.591934134,28.64608289,1140.436832,3.998248027,20.25845756,19.38060062
R3,35.57986627,66.44797157,1.522159478,17.65685267,6.882744767,31.45271593,1243.873048,5.016136531,23.2842705,23.22908188
R1,33.09601355,51.05040284,0.958060426,36.20227518,3.200238196,41.55722665,1087.444732,4.991210742,18.2143267,17.42872619
R2,36.40997322,60.15894761,1.080347544,14.97391189,4.611892254,28.67313806,1140.42392,3.991484208,20.22934499,19.39883214
R1,33.09916181,51.06147689,0.970211921,36.17419871,3.194207887,41.55381271,1087.435191,4.983911326,18.21227674,17.4459119
R2,36.40883307,60.17220655,1.066642875,14.97308035,4.598462955,28.64667202,1140.419181,3.998849939,20.23602366,19.39353158
R1,33.10314733,51.05228258,0.968292896,36.17599281,3.200149504,41.55234054,1087.461585,5.001506387,18.22506786,17.42356439
R3,35.59507489,66.4398894,1.505492641,17.6357234,6.894288704,31.45401172,1243.86788,5.006929314,23.28009313,23.2299191
R2,36.39608881,60.16023077,1.063302287,14.9741634,4.592361827,28.64595502,1140.422121,3.979566129,20.24218586,19.38967896
R1,33.11609839,51.05224051,0.968528988,36.17841379,3.179471536,41.55729156,1087.445278,4.998440346,18.21793765,17.44892682
R1,33.09679956,51.05522637,0.949475091,36.19576696,3.175561458,41.5556424,1087.43593,4.987837295,18.21367027,17.43552171
R1,33.09383302,51.04094105,0.949081098,36.16548601,3.181813981,41.55547906,1087.44989,5.00628041,18.2163113,17.43314949
R3,35.60881915,66.43890892,1.520063039,17.65470704,6.866805153,31.44778934,1243.869191,4.978196838,23.28420952,23.20826956
R2,36.40316388,60.15626577,1.050018172,14.96999024,4.590423204,28.65340512,1140.409135,3.991646076,20.24916671,19.39381704
R2,36.40825547,60.16393727,1.073205777,14.96819211,4.581829122,28.64232551,1140.43154,3.988969229,20.23553197,19.39852459
R2,36.3898451,60.15853519,1.073288896,14.98587819,4.591047567,28.66199497,1140.427059,4.000875228,20.2242361,19.38493864
R1,33.10558099,51.071062,0.966686544,36.1702406,3.209745103,41.5612017,1087.431382,5.001906544,18.1978191,17.43211054
R2,36.39211981,60.14945908,1.057451518,14.98957704,4.589741684,28.65739934,1140.42895,3.997530355,20.23611122,19.39969962
R3,35.59519188,66.45581464,1.498183651,17.64880724,6.881560069,31.46486245,1243.868147,5.017213915,23.28046054,23.22761049
R2,36.38929089,60.16812072,1.041798679,14.98545496,4.59657357,28.63899626,1140.421463,3.985739251,20.23741172,19.38751093
R3,35.59558258,66.44748444,1.521613302,17.66899255,6.87545958,31.44643521,1243.862959,5.003990418,23.29319146,23.21669039
R2,36.39906805,60.16832757,1.073022519,14.97451229,4.592611261,28.65387266,1140.394631,3.982384856,20.23763009,19.37583407
R2,36.40031294,60.16220951,1.058635852,14.98045187,4.573486579,28.64291588,1140.431899,4.002528606,20.24291356,19.38881085
R2,36.39809324,60.14938821,1.072046973,14.98679085,4.581724225,28.65008595,1140.416251,4.001549999,20.23804554,19.39457644
R2,36.4005813,60.16095051,1.059329802,14.97925604,4.591079193,28.64713199,1140.42741,3.999302397,20.23876598,19.39103326
R1,33.09438299,51.047143,0.962679959,36.17205771,3.189207921,41.56697739,1087.45205,5.014141985,18.21062828,17.44721121
R2,36.3965146,60.15604139,1.082390622,14.97202963,4.600204375,28.64677744,1140.42028,3.989963325,20.22951907,19.39614697
R2,36.40016433,60.1779812,1.068717102,14.97322509,4.578084245,28.65608569,1140.421748,4.002669956,20.2302202,19.39214654
R2,36.39592537,60.1661425,1.064175839,14.96221595,4.599158765,28.65454551,1140.421881,3.998850758,20.22900164,19.39284302
R2,36.39758869,60.16131335,1.068285399,14.98411991,4.602728125,28.64556473,1140.428454,4.000879428,20.2340633,19.40878169
R1,33.07396863,51.06592837,0.955629914,36.17307838,3.202670682,41.55581375,1087.433276,5.015276518,18.21317013,17.43033222
R1,33.09833813,51.05216316,0.961455698,36.18578601,3.202972997,41.5498088,1087.45438,4.999928489,18.20040734,17.44852972
R2,36.40996512,60.15881722,1.063052141,14.98662222,4.593523677,28.65668913,1140.427275,3.983480936,20.25222247,19.382891
R3,35.59695363,66.44103471,1.519760038,17.64107637,6.882373042,31.45214005,1243.865203,4.989148887,23.29241052,23.23311468
R3,35.59368646,66.43448658,1.500611542,17.66304688,6.86948213,31.4532669,1243.84136,5.003868429,23.29472885,23.23197412
R2,36.40695646,60.16786797,1.05599133,14.97886971,4.584454698,28.63803405,1140.414439,3.998627589,20.24617873,19.38638226
R2,36.40362538,60.16619109,1.055316001,14.97890027,4.593619766,28.66054814,1140.425655,3.977952868,20.23393854,19.40426615
R3,35.61441426,66.43269844,1.521837971,17.63456294,6.865546878,31.45387921,1243.863967,4.993707005,23.3060673,23.24396346
R1,33.10597172,51.06018163,0.95949704,36.16429715,3.180506172,41.55590084,1087.440045,5.012213609,18.22207858,17.42574882
R3,35.59936632,66.4400616,1.498120622,17.65304126,6.868982821,31.45052723,1243.862937,4.986701464,23.27333698,23.22562242
R3,35.60538541,66.45482465,1.518006111,17.63978512,6.867580305,31.46468142,1243.872327,4.973570566,23.2989664,23.21525668
R3,35.60906003,66.45956879,1.488777792,17.64193196,6.875874027,31.46937712,1243.865013,4.995430704,23.27935251,23.22490278
R2,36.400057,60.1488488,1.071914267,14.9691549,4.577110808,28.67124577,1140.43104,3.976924329,20.25288592,19.3732249
R1,33.10419189,51.0640777,0.949212031,36.16957072,3.182641851,41.57432436,1087.437269,5.005032156,18.21419155,17.43779982
R2,36.41160643,60.16414417,1.057118438,15.000989,4.589776458,28.66365909,1140.399165,3.982121879,20.24752576,19.3964035
R1,33.10781264,51.06127781,0.951692969,36.1575489,3.199146098,41.5715058,1087.441485,4.991608491,18.22282838,17.45968374
R3,35.60312923,66.4424894,1.52183076,17.64984594,6.871069803,31.4481765,1243.876373,4.993724158,23.28803767,23.21218032
R3,35.60364544,66.44252078,1.515247041,17.65728527,6.890699771,31.46124193,1243.855517,5.001666728,23.28193854,23.22129538
R3,35.60294891,66.44024289,1.51148007,17.6435966,6.862910951,31.46320667,1243.862004,5.002074842,23.29289545,23.22127838
R2,36.39049559,60.17436457,1.058575506,14.9791581,4.609587436,28.65225949,1140.405316,3.993420318,20.23903771,19.38692464
R1,33.12601244,51.05091596,0.946420386,36.17492638,3.18924211,41.55325673,1087.441022,4.998642947,18.23197206,17.44921189
R3,35.60707744,66.44943218,1.50630085,17.65328065,6.874681987,31.46273305,1243.862319,5.000642614,23.28167862,23.21217229
R2,36.40311858,60.15730877,1.057977248,14.98361601,4.58253054,28.65920866,1140.422388,3.983078773,20.2350277,19.3859965
R1,33.09890246,51.08245668,0.965916469,36.18141911,3.180247791,41.57938554,1087.436438,4.98518781,18.21379686,17.4312015
R1,33.0883066,51.05874218,0.945429457,36.17999532,3.191793458,41.55896754,1087.458731,4.984614928,18.20713272,17.4356403
R2,36.40869811,60.16927602,1.045349439,14.97652791,4.578746537,28.6299662,1140.411256,3.989092673,20.21639464,19.39320872
R2,36.40059017,60.16847303,1.044979138,14.9864024,4.592089617,28.65714338,1140.424488,3.992318683,20.23233754,19.40337093
R2,36.39050537,60.1659162,1.089611192,14.966504,4.595213053,28.6545742,1140.431037,3.993310932,20.24558836,19.38555474
R3,35.59277143,66.46410153,1.508024161,17.65850024,6.88740828,31.45642485,1243.85258,4.99059546,23.29036911,23.21455678
R2,36.38653018,60.16367998,1.068307808,14.99805847,4.595427876,28.65242226,1140.43542,4.002089749,20.24509593,19.38024545
R1,33.10807504,51.07104334,0.963450007,36.16036139,3.186582882,41.55397848,1087.454083,5.001918426,18.20268308,17.43867653
R1,33.10880481,51.05793349,0.967851276,36.15658565,3.192866381,41.56951163,1087.443756,4.997666468,18.21156285,17.43767857
R1,33.10003368,51.06470322,0.977039515,36.18587135,3.204278815,41.56966002,1087.437195,4.992112495,18.20855619,17.43169153
R2,36.39958484,60.15070877,1.064301377,14.99104451,4.583434026,28.64761609,1140.4233,3.994750714,20.25564003,19.3920195
R1,33.09622842,51.06227912,0.96694401,36.17839025,3.18667438,41.56878657,1087.429259,4.996988796,18.19949228,17.43082505
R2,36.39374817,60.16663522,1.070259192,14.99535798,4.573659415,28.64081434,1140.444668,4.0028252,20.25752904,19.38941166
R3,35.5960084,66.45530507,1.519335667,17.64214058,6.860558028,31.43791957,1243.868811,4.987146869,23.29675643,23.2140631
R2,36.41251273,60.15179831,1.081299067,14.96798702,4.602863797,28.64452264,1140.424414,3.996512222,20.24284028,19.3985324
R3,35.61354014,66.4571826,1.508441891,17.64516016,6.894742014,31.46135648,1243.876047,5.010213626,23.28413363,23.25009323
R2,36.39813782,60.14481618,1.073785149,14.98422629,4.585879334,28.6596839,1140.429811,4.001270509,20.23747039,19.39440704
R3,35.58735732,66.44974801,1.500837902,17.64596985,6.88685062,31.45899102,1243.865208,5.000451036,23.27986748,23.21103839
R1,33.10254684,51.06365838,0.95996998,36.17750607,3.205642897,41.55904493,1087.442884,4.98271445,18.22959541,17.43793146
R3,35.60236895,66.4626315,1.512317581,17.65888221,6.882648325,31.46237125,1243.860373,5.022700109,23.2897777,23.22890579
R2,36.40136543,60.15916343,1.066618627,14.98719536,4.604638951,28.66782333,1140.419783,3.995620366,20.23959235,19.38847236
R1,33.09987878,51.07449228,0.958464028,36.17620215,3.200719251,41.55589277,1087.441335,4.988992123,18.20692129,17.43964526
R3,35.60815284,66.44374586,1.520558808,17.65070088,6.861965151,31.45543177,1243.857165,4.995002529,23.28193412,23.24103597
R3,35.60486154,66.46010716,1.508549086,17.6371439,6.878828969,31.45303398,1243.871048,4.998501511,23.29099548,23.21472243
R3,35.60432364,66.44514461,1.498410551,17.62393836,6.867105794,31.46357292,1243.874079,4.986441564,23.28699297,23.21656995
R3,35.62073501,66.46021899,1.496590455,17.64988398,6.877831384,31.45251706,1243.860466,4.992726539,23.28046931,23.22834931
R2,36.39407006,60.16609228,1.074449283,14.99453625,4.602775658,28.6500494,1140.439321,4.00210482,20.2408324,19.39196144
R2,36.39302829,60.17534533,1.057792642,14.99088242,4.599494602,28.64694401,1140.432792,3.988808874,20.25990935,19.38211564
R2,36.4128026,60.15881779,1.067062759,14.9738353,4.587958175,28.6516971,1140.420109,4.002855703,20.23338831,19.38811679
R3,35.59352415,66.44688552,1.51152292,17.62940252,6.877446509,31.46189929,1243.872191,5.002877632,23.2834048,23.24617893
R1,33.11236169,51.06249362,0.970644228,36.17591779,3.188776271,41.55903973,1087.436219,5.008617467,18.20106117,17.43751972
R2,36.4036603,60.16954255,1.070333462,14.97788782,4.60076728,28.65517914,1140.414504,4.01713255,20.24504034,19.37567359
R1,33.10626203,51.05214064,0.94561644,36.15850755,3.202133969,41.53882378,1087.446518,5.017460588,18.2062951,17.45062163
R2,36.39430897,60.17885562,1.053611522,14.98501605,4.59030737,28.65397124,1140.424015,4.005445764,20.25017463,19.37622015
R1,33.09622308,51.05863712,0.971033316,36.19711627,3.219077425,41.54386455,1087.420525,4.996342191,18.18900769,17.42788885
R3,35.61039584,66.44889614,1.520615374,17.64679197,6.869809311,31.43496101,1243.855379,4.993402216,23.30270973,23.23141731
R3,35.5953132,66.46782545,1.50780813,17.6485424,6.876678423,31.44603953,1243.872852,5.013355492,23.27406615,23.2293401
R2,36.39820858,60.15812512,1.080217211,14.9509909,4.593564624,28.63787386,1140.421753,4.021072233,20.2416084,19.40604971
R1,33.10370761,51.05595045,0.965442314,36.1689951,3.193708017,41.56144799,1087.443202,4.994843161,18.20802289,17.44158396
R2,36.4012716,60.15759642,1.085055149,14.9727249,4.583205155,28.65713689,1140.429663,4.002640835,20.2364009,19.36863192
R1,33.08767454,51.05419367,0.955853543,36.17197608,3.183343355,41.53460467,1087.438552,5.014498866,18.20813055,17.44254067
R2,36.38798822,60.17805475,1.072331677,14.98922751,4.613229151,28.65546127,1140.423284,4.006642384,20.2334335,19.37255404
R2,36.40369079,60.17080007,1.084669565,14.99294295,4.580903073,28.65283003,1140.407289,4.005303021,20.23081498,19.38076027
R3,35.59841821,66.45538386,1.49663417,17.66172231,6.873036828,31.46062605,1243.870427,5.009956592,23.28504762,23.23761541
